company,company_location,company_size,company_url,degree,description,experience,industry,job_link,location,number_to_recruit,register_type,salary,title
深圳市明日实业有限责任公司,深圳市龙岗区布吉街道中海信科技园13A栋9#电梯5-6楼,100-499人,http://www.mingricctv.com,大专,"['技能要求:', '审核，质量控制计划，品控', '职位描述', '岗位职责：', '1. 负责制定质量控制计划（QCP），确保公司品从设计、样品、批量生产的质量稳定性；', '2. 负责制定过程质量流程规范、产品检验规范及记录表单、确保运作与之相符；', '3. 负责对质量异常的分析、预防、跟踪落实；', '4. 负责对客诉分析处理；降低客户投诉率，提升客户满意度；', '5. 负责所属人员能力、技能、流程培训计划制定并实施、考核；', '6. 负责对SQE供应商管理模块的监督执行；', '7. 参与质量会议和早会主持，现场异常跨部门沟通协调处理。', '任职条件：', '1. 全日制大专及以上学历，电子制造行业5年左右质量管理经验，具有摄像机行业优先；', '2. 熟悉QC七大手法及熟练使用PFMEA、PPAP、SPC、MSA等分析工具；熟练质量环境管理体系ISO9001、ISO14001、客户及第三方验厂；', '3. 熟悉TQM、质量成本管理等管理方法理论与实践；', '4. 熟练分析处理客户需求，客诉及制程质量异常；', '5. 熟悉办公软件及相关的质量管理软件运用；', '6. 性格务实，责任心强，具备较高的计划性和实施执行能力，及解决复杂问题的能力，善于团队管理。', '查看全部內容']",3-5年,通信/电信/网络设备,CC133036542J00259941307.html,深圳,招1人,民营,7000-12000元/月,品保主管
广东省节能协会,广州市越秀区先烈中路100号广东省科学院大院13号楼自动化研究所3楼,20-99人,http://www.gdjn.org,本科,"['职位描述', '职责描述：', '1.', '协助主任做好项目的开发、策划、管理、协调、控制。', '2.', '协助主任做好项目的全面经营管理工作，完成会员部各项任务要求和目标。', '3.', '完成上级领导交办的其它事宜。', '任职要求：', '1', '、', '环保、机械类专业，具有初级以上职称，', '3', '年以上相关工作经验优先。', '2.', '具有较强的项目开展组织策划、项目管理及实施能力；', '3.', '诚信正直、具有团队合作精神、敬业负责，具备良好的职业素养及敬业精神。', '4.', '具有较强的文笔写作能力，能独立撰写项目方案；', '5.', '有协会经验优先。', '查看全部內容']",1-3年,政府/公共事业/非盈利机构,274228714250062.html,广州,招3人,其它,5000-7000元/月,主任助理
福州市华远电气有限公司,福州、泉州,20人以下,,学历不限,"['技能要求:', '供应链管理', '职位描述', '熟练使用office办公软件', '进销存系统使用', '开具发票', '销售单、', '采购单、', '应收款、对账单整理归档', '诚实细心，', '乐观向上，有财务基础优先', '查看全部內容']",经验不限,仪器仪表及工业自动化,CZ712719780J00279458703.html,泉州,招1人,民营,3000-6000元/月,商务
杭州如笑服饰有限公司,杭州市拱墅区丰潭路380号城西银泰城C座1601室,500-999人,,大专,"['职位描述', '岗位要求：', '1.具有5年以上鞋服行业市场拓展工作经验或相关工作经验；', '2.沟通能力强，有很好的协调能力、亲和力；', '3.根据公司的市场规划，开发空白市场的直营店，加盟店；', '4.具备较强的商场信息资源；', '5.', '熟悉加盟流程，完成公司下达的拓展计划；', '6.', '意向客户的沟通、回访，开发有实力的客户，并达成合作意向；', '7.按公司需要出差，店铺开业前的洽谈，选址，开业筹备，店铺质量跟进评估。', '任职要求：', '1、男女不限，年龄27-38岁', '2、有良好的谈判技巧及语言沟通能力，工作踏实，愿与企业共同成长；', '3、有敏锐的市场触角，思维敏捷，具有较强的谈判能力、专业能力、数据分析能力；', '4、为人诚信、形象气质佳，有良好的悟性及亲和力，有客户资源者优先；', '查看全部內容']",5-10年,零售/批发,288869786250000.html,杭州,招1人,民营,8001-10000元/月,拓展经理
深圳市鸿美诊断技术有限公司,深圳市大鹏新区金岭路1号国际生物谷生命科学园A22栋,20-99人,http://www.hongmed-infagen.com/cn,大专,"['职位描述', '1、', '参与起草或修改产品生产工艺规程、', 'SOP', '、相关记录及批记录；', '2、', '按照生产计划组织及实施生产；', '3', '、', '按要求做好生产批记录、设备日常使用、维护及记录；', '4', '、', '定期检查及维护相关生产设施及设备，确保生产设施及设备运行良好；', '5', '、', '严格遵守各项卫生', '及安全', '规程，文明生产，容器、用品、设备等及时清洁；', '6、', '生物、医学、药学或检验相关专业，', '逻辑思维，执行力及时间观念强，有体外诊断试剂经验的人员优先考虑。', '查看全部內容']",1-3年,医药/生物工程,CZ384514430J00187761304.html,深圳,招1人,合资,6001-8000元/月,生产工程师
深圳市华阳国际工程造价咨询有限公司,深圳市福田区福田保税区市花路12号飞利浦大厦8楼,100-499人,http://www.capolcost.com/,本科,"['职位描述', '一、岗位职责：', '1、负责办理员工入职、离职、转正、调岗、晋升等人事手续；', '2、负责预约招聘面试人员；', '3、负责考勤统计；', '4、负责接听前台电话；', '5、负责员工社保、公积金相关报表的提交及相关业务的办理等；', '6、负责上级领导指派的其他后勤服务管理工作；', '7、协助同事完成部门内的其他工作；', '8、完成领导安排的其他任务。', '二、岗位要求：', '1、大专及以上学历；', '2、形象气质佳、普通话标准；', '3、亲和力较好，有耐心；', '4、具有良好的职业道德，踏实稳重，工作细心，责任心强；', '5、有较强较强的文字撰写能力、沟通协调能力和团队协作精神；', '6、逻辑思维清晰，对事情的轻重缓急有很好的判断；能胜任较高强度的工作节奏；', '7、电脑操作熟练，特别是对office 办公软件；', '8、熟悉人力资源管理各项事务的操作流程。', '三、备注：', '可考虑优秀应届毕业生作为培养对象（需有实习经验）。', '查看全部內容']",1-3年,房地产/建筑/建材/工程,356282114250068.html,深圳,招1人,股份制企业,4001-6000元/月,人事行政助理
虞美人,杭州市西湖区求是路42号,1000-9999人,http://www.ymrvip.com,学历不限,"['职位描述', '岗位职责：', '主要负责收银、统计等工作\xa0 POS机刷卡等', '任职要求：', '1、中专以上（有财务相关工作者可降低要求)；', '2、熟练操作办公软件（特别是Excel），熟悉财务软件；', '3、', '性格踏实稳重，做事严谨细心，能吃苦，有较强的责任心．良好的沟通能力和较强的学习能力；', '4、需适应出差、加班。', '出差享受出差补助50元天省外，30元省内/天，加班有加班工资。', '查看全部內容']",经验不限,医疗/护理/美容/保健/卫生服务,311657910254043.html,杭州,招3人,民营,3500-4000元/月,外勤出纳 要出差的出纳 可以免费全国旅游
跨越速运集团有限公司,深圳市宝安区福永街道福园二路深翔物流园跨越速运集团有限公司,10000人以上,http://www.ky-express.com/,本科,"['职位描述', '工作职责：', '1.', '负责中高层管理培训项目的策划、需求调研、组织开发等工作；', '2.', '参与管理类、通用类课程开发与授课工作；', '3.', '跟进项目培训效果，及时调整优化。', '职位要求：', '1.', '3年以上企业培训工作经验，能独当一面进行管理类培训项目运作；', '2.', '能够独立完成课程开发及讲授工作；', '3.', '有独立的分析问题，解决问题能力，并且能走进业务，了解业务；', '4.', '具备优秀的演讲能力、逻辑思维能力和创新能力；', '5.', '有责任心、抗压能力强。', '查看全部內容']",3-5年,物流/仓储,CC574811320J00293135305.html,深圳,招1人,民营,10001-15000元/月,高级培训讲师
深圳市朗兆实业有限公司,深圳,20人以下,http://www.bestir.com.cn/,本科,"['职位描述', '岗位职责：', '1.', '负责产品的选型报价', '2.与', '销售人员配合，负责投标文件的制作及报价处理。', '3.', '负责销售订单处理、销售统计及合同执行及文件处理', '4.', '负责国外供货商采购订单的管理及合同执行的后续跟进', '5.负责公司网站宣传', '任职要求：', '1.工作认真负责有条理，学习能力强', '2. 诚实正直，善于沟通协调，有强烈的团队协作意识；', '3.英语阅读、书写流利', '4.理工科专业优先，有经验优先', '薪资待遇', '1.工作时间按照国家法定执行', '2.月薪+年终奖', '3.提供五险一金', '4.带薪年假', '投递简历之前，请仔细了解工作职责及任职要求，最好能上我公司网站，了解产品！', '查看全部內容']",3-5年,仪器仪表及工业自动化,CZ724483840J00053992101.html,深圳,招1人,民营,5000-10000元/月,商务助理
深圳市峰品文化传媒有限公司,宝安区福永街道立新路2号天佑创客创业园F1-408,20-99人,,大专,"['技能要求:', '售前支持，\ufeff销售', '职位描述', '1:有较强的沟通能力和团队合作精神，良好的服务意识。', '2：具有敏锐的商业意识，较强的应变能力，口头表达和沟通能力。', '3：有较强的维护协调客户的能力，熟悉客户服务流程。', '4：定期与合作客户进行沟通，建立良好的长期合作关系', '任职资格：', '1、18-28岁，具有销售经验者优先考虑', '2、有无工作经验均可，公司提供培训，欢迎优秀应届毕业生；', '3、具备较强的学习能力和优秀的沟通能力；做事积极主动，认真负责，计划性强；敢于挑战高薪', '4、具备较强的市场分析、营销、推广能力和良好的人际沟通、协调能力，分析和解决问题的能力；', '5、有稳定长期的工作打算，喜欢微博、微信等新生互联网事物；具备良好的应变能力和承压能力，责任心和积极的工作态度。', '福利待遇：', '1、优厚的薪金：无责任底薪+丰厚的提成+社保，平均月工资5-8千，稍微努力的优秀员工，月薪轻松过万；', '据统计，目前公司销售的薪资水平：', '员工（入职3月以内）：普遍薪资在6000+，能者多得不封顶。', '员工（入职3月以上）：普遍薪资在8000＋', '上层薪资在10000+，达到储备主管要求。销售主管薪资在12000+', '2、完善的假期：享有国家规定节假日，婚假、产假、带薪年假等假期；', '3、丰富的活动：每年不定期组织公司集体旅游，户外活动等；', '4. 舒适工作环境：公司位于福永地铁站B出口旁，环境宽敞优美，员工享有舒适的办公环境及便利的交通。', '每周下午茶、生日庆祝会、聚餐聚会、节日礼品，领导真nice~！相处毫无压力，上班气氛活跃轻松，还等什么？期待您的加入，发展属于我们自己的团队！勇于挑战自我！', '工作时间：9:30-12:00,13:30-18:00,晚班：19:00-21:00，月休4天，加班轮值。', '查看全部內容']",经验不限,互联网/电子商务,CZ835278410J00167100102.html,深圳,招10人,民营,8001-10000元/月,网络销售/客服
杭州美众达汽车服务有限公司,杭州市拱墅区绿地中央广场,20-99人,,高中,"['职位描述', '岗位职责：', '1，负责网约车销售和客户咨询服务。', '2，开拓产品的销售市场。', '任职资格:', '1,主动性强，工作态度积极，热爱销售工作。', '2，有较强的事业心，勇于面对挑战。', '3，良好的沟通和表达能力，良好的团队协作精神和服务意思。', '4，有网约车销售经验或市场营销专业优先。', '福利待遇：', '1、执行单休工作日制；', '2、底薪+绩效提成+年终奖；', '3、其他福利：缴纳五险(养老、工伤、失业、生育、医疗)、季节性防暑降温补贴、春节中秋福利、定期组织员工活动等。', '查看全部內容']",经验不限,交通/运输,CZ655581980J00273552607.html,杭州,招3人,民营,8001-10000元/月,网约车销售代表
方正证券股份有限公司,北京市西城区太平洋保险大厦11层,500-999人,http://www.foundersc.com/,本科,"['技能要求:', '证券，基金，股票，期货，证券分析', '职位描述', '1', '、\xa0熟悉各类金融产品，通过证券和基金从业资格考试、证券投', '资顾问胜任能力考试；', '2', '、', '全日制本科及以上学历，', '省会城市、直辖市、计划单列市要求一类全日制本科及以上', '学历，其他城市要求全日制本科及以上学历；', '3', '、\xa0具有证券、信托、银行等金融机构、第三方财富等专业销售', '机构或投资公司相关工作经验，项目承揽、把控、推进能力', '较强，项目储备丰富，能够较快达成重点业务，实现业务收', '入；', '4', '、\xa0具有银行、政府平台公司、上市公司、私募机构等客户资源，', '并能有效维系客户关系，持续开发业务资源；', '5', '、\xa0优先录用财经、管理类及相近专业人员或具有', 'AFP', '、', 'CFP', '、', 'CFA', '、', '律师或注册会计师等资格的专业型人才；', '查看全部內容']",1-3年,基金/证券/期货/投资,CC157108815J00132730713.html,杭州,招2人,股份制企业,30001-50000元/月,私人财富顾问
深圳市帮帮信息科技有限公司,深圳市福田区沙头街道深南大道与泰然九路交界东南本元大厦22A,100-499人,,中技,"['职位描述', '职位名称： 融资规划师\xa0 \xa0销售工程师\xa0 销售客服\xa0 信贷经理 电话销售\xa0 理财顾问 理财规划师\xa0 \xa0信贷顾问', '岗位职责：', '1、无责任底薪（4000-6000） + 提成（10%-30%）+绩效奖金（回款10万奖励1万），10月11月TOP销售月薪高达6万，销售平均工资1.6万以上', '2、岗位职责：不需要开发客户，由公司推广申请客户直接邀约客户办理贷款。', '3、带薪的企业培训：（入职既有培训，培训既有工资。还担心没有经验吗？）+ 丰富的后台引流支持平台资源（完全没有资源的顾虑，丰富的客户资源足以让你时间满满，口袋满满）；', '4、完善的晋升体制：销售专员-储备干部-团队主管-团队经理-销售总监；', '5、公司为员工提供良好的职业发展空间和广阔的发展平台，并由资深培训导师阶段性的对员工进行专业知识的培训；', '6、针对优秀员工每年进行集中培训，提升综合能力及基础管理能力；', '7、根据业务需要与员工能力，定期会有岗位晋升，横向发展空间（行政、人事、前台、客服、助理、出纳、会计等岗位内部优先考虑）', '8、上班时间：9:00-19：00，中午12:00-1:30休息时间，做五休二。', '————————————', '【公司优势】：', '>>>公司拥有丰富的行业经验，是上市公司鸿利智汇（股票代码300219）子公司，全新的团队，广阔的发展平台；', '>>>互联网金融行业是最有“前途”和“钱途”的行业，我们提供同行业具有绝对竞争力的高底薪与提成奖励 ；', '>>> 公司关注员工的发展，为每个层级的员工制定了发展规划，并定期进行培训，为您的职业发展保驾护航： 专业路线：销售专员-储备干部-团队主管-团队经理-销售总监。', '—————————————', '【任职资格】：', '1.年龄在18 -- 30之间；', '2.喜欢销售，喜欢与人交流沟通，只要你有能力，薪资就尽管砸过来，公司提供完善入职培训；', '3.性格外向、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；', '4.具备一定的客户分析及判断能力，良好的客户服务意识；', '5.热爱销售岗位；', '6.工作细致、严谨，并具有战略前瞻性思维', '公司介绍', '帮帮优贷上司公司鸿利智汇（股票代码300219）子公司，一站式线上贷款服务平台，通过提供数家优选线上贷款产品，为有资金需求的用户进行智能推荐，为用户提供便捷申请、额度授信、还款提醒、逾期管理等线上贷款服务，最大化满足借款人“更多选择、更高额度、更易通过、更快借到、更低利率”的借款需求。', '平台特点', '作为专业的一站式线上贷款服务平台，帮帮科技具有以下特点：', '1.全在线申请', '帮帮科技根据借款人的用户数据匹配合适的贷款产品，实现随时随地借钱，所有贷款流程通过手机线上完成。', '2.海量贷款产品，总有一款适合你', '帮帮科技汇聚主流线上贷款产品，通过智能推荐，帮助借款人在最短时间内找到额度更高、通过率更高、利率更低的贷款产品。', '3.全流程服务，全方位专业指导', '帮帮科技在为借款人和银行之间提供精准匹配撮合服务的同时，还提供贷款攻略、产品评价、还款提醒、逾期管理、在线客服等特色专栏，帮助借款人进行选择及答疑解惑，做到快速选、放心借。', '查看全部內容']",1年以下,互联网/电子商务,CC575322135J00187711306.html,深圳,招5人,上市公司,70001-100000元/月,电话销售
丝芙兰（上海）化妆品销售有限公司,上海市静安区南京西路993号,1000-9999人,http://www.sephora.cn,本科,"['职位描述', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 招聘要求：', '1.2019年应届大学本科毕业，拥有学士学位证书；', '2.乐于从事零售行业的店铺营运工作；', '3.可接受上海不同城区调店工作；', '4.乐于参与团队合作者；', '5.热爱化妆品、时尚行业。', '发展方向：', '营运管理培训生（OMT）是公司特别为应届毕业生量身规划，帮助新人进入零售行业，快速成长为国际化零售营运管理人才。OMT培训周期为三年，全面学习和执行店内各项工作，包括销售，收银，库存管理，促销活动，人员管理等，更有机会参加新店开业支持，外派轮岗，项目发展。', '阶段：', '1美容顾问--阶段', '2高级美容顾问--阶段', '3副店经理--阶段', '4店铺经理---阶段', '5更高的管理岗位', '福利待遇：', '1.竞争力的工资、五险一金', '2.OMT专属培训体系', '3.每月店长面对面的指导', '4.以观察员的身份参加店长会议或者区域经理会议', '5.季度管理能力培训', '6.半年度营运发展能力培训', '7.与公司高层聚会的机会', '8.全国不同城市的工作体验', '9.OMT津贴', '入职时间：2018年7月', '查看全部內容']",经验不限,零售/批发,120869260253828.html,上海,招1人,外商独资,面议,运营管理培训生-上海
吉林省安亿家集团有限公司,长春高新北区盛北大街3333号 北湖科技园A3栋,20-99人,http://www.ayjmy.com,本科,"['职位描述', '要求：1、专科以上学历，国际贸易或者英语专业；', '2、26岁以下，形象好气质佳，可以驻杭州工作；', '3、有责任心及团队精神，思维敏捷；', '4、做事认真有条理，有逻辑性；', '5、熟练使用各种办公软件；', '6、具有良好的沟通和协调能力。', '查看全部內容']",经验不限,仪器仪表及工业自动化,CC440333420J00281967807.html,杭州,招1人,民营,6001-8000元/月,总经理助理
锦州喜鹊粮贸有限公司,辽宁省锦州滨海新区洋山路二段7号,100-499人,,大专,"['技能要求:', '粮油化验', '职位描述', '粮油检验类相关专业，', '从事粮油物理检验、卫生检验及真菌毒素的测定工作2年以上，', '持有省级粮食检验员资格证书。', '查看全部內容']",3-5年,物流/仓储,CC292735632J00217325704.html,锦州,招2人,民营,3000-4000元/月,粮油化验员
深圳市久来电子有限公司,深圳市宝安区沙井石厦港联工业区G栋4楼,20-99人,,本科,"['职位描述', '本公司从事自动化设备行业，目前处于高速发展阶段，产品极具竞争力。我们可以给你极多的锻炼机会，广阔的发展空间。本公司产品为小型电子设备，独立研发、加工和销售。', '岗位职责：', '1、负责', '新产品的规划、开发和', '测试_', '；', '2、与客户沟通协调，根据客户需求提供方案；', '3、与生产部门协调，不断产品设计；', '4、跟踪生产进度。', '任职要求：', '1、全日制本科及以上学历，20-35岁；', '2、机械制造及自动化、电气、控制工程等专业方向或者从事过结构工程师、机械工程师、电气工程师等岗位优先；', '3、能够熟练使用CAD、solidworks、ProE中最少一种；', '4、具有清晰的逻辑思维、做事主动积极、愿意配合加班；', '5、不抽烟，没有不良嗜好。', '查看全部內容']",经验不限,仪器仪表及工业自动化,CZ679064520J00166429605.html,深圳,招1人,民营,6000-10000元/月,研发工程师
深圳市橙子创新科技有限公司,龙华区民治街道民康路1970科技小镇7栋310-311,20-99人,,学历不限,"['职位描述', '职位描述：', '1，负责产品的制作及优化工作；', '2，负责销售的执行与分析，不断优化销售策略；', '3，负责客户的维护及产品的售后工作；', '4，负责客户信息反馈及产品改进建议；', '5，其它日常工作。', '任职资格：', '1，熟悉亚马逊日本站运营环境, 有良好的亚马逊文案功底；', '2，日语二级或以上，熟悉商务信函，有良好的写作能力，能畅通的与客户沟通；', '3，思路清晰，较强的逻辑思维能力，能整体把握销售及运营工作；', '4，积极主动，有责任感，有团队协作与奋斗精神；', '福利待遇：', '1、提供业内有竞争力的薪酬待遇（高底薪+绩效+年终奖），', '2、根据员工能力提供具有竞争力的职位晋升空间和调薪机会；', '3、购买国家规定的社保（养老保险、医疗保险、工伤保险、失业保险和生育保险）；', '4、实行大小周休息制度', '5、享受每周一次丰富下午茶；', '查看全部內容']",经验不限,贸易/进出口,CC847036330J00220278502.html,深圳,招3人,民营,6000-12000元/月,亚马逊运营专员（日本）
浙江金鼎建筑装饰工程有限公司,杭州市西湖区文一西路522号西溪科创园4-3-301,100-499人,,大专,"['职位描述', '岗位职责：', '1、参与编制施工组织设计、施工方案，协助项目经理制定实施现场管理目标；', '2、编制作业计划，实施施工工艺、质量及安全措施；', '3、熟悉施工图纸，负责分项工程的技术交底，执行强制性标准；', '4、按照施工进度计划要求，提报机械设备、材料、作业人员计划并组织施工，协调各工种之间的关系；', '5、辅助项目管理人员搞好工地文明施工、安全达标工作，提高工程质量；', '6、配合预算员及时办理各种变更签证，协助资料员做好技术资料归档工作；', '7、完成项目经理交办的其他工作。', '任职要求：', '1、大专及以上学历，建筑装饰相关专业（经验丰富，学历可放宽）；', '2、', '工作经验：', '2年以上', '3', '、个人素质：敬业、严谨，了解工程施工质量标准和技术规程，', '具有施工项目管理的专业技术和法律知识。', '4、具有岗位证书者优先', '；', '5', '、驻工程项目部，能服从一定区域的调配。', '项目福利待遇：', '员工体检+员工旅游+节日福利+绩效奖金+五险+带薪年假+包吃住+通讯补贴等', '查看全部內容']",1-3年,房地产/建筑/建材/工程,CZ778644380J00078318307.html,杭州,招3人,合资,5000-10000元/月,施工员
联强国际贸易（中国）有限公司,上海市长宁区天山西路1068号联强科技园F栋2楼,1000-9999人,http://www.synnex-grp.com,本科,"['职位描述', '1、本科以上学历，电子/电机/通信等相关科系毕业者佳；', '2、具二年以上电子元器件(主动)及模块销售经验；', '3、熟悉电子产业；', '4、具有不畏难的精神及良好的抗压力', '工作内容：', '1、客户需求及市场资讯收集，', '2、订制销售策略及计划，以维护现有客户维护及开发推广新产品线及客户；', '3、完成业绩目标及日常工作；', '4、完成日常工作report及资料整理,定期Report给Leader。', '本公司应征流程分为笔试、面试三个环节，第一阶段笔试测验（约1.5-2小时），其项目为简单的智力性向测验及职务相关测验，通过测验者方可进行后续面试流程。为提高效率', '，', '简历请注明期望待遇。', '查看全部內容']",1-3年,计算机硬件,148538108251699.html,深圳,招5人,外商独资,面议,销售工程师
深圳市田田家园家具有限公司,宝安区梧桐岛11栋6、7、8、9楼,100-499人,,本科,"['技能要求:', '秘书，行程安排，生活助理', '职位描述', '岗位职责', '1、负责督促保持总裁办公室、会客室等区域干净整洁，保证各类物品摆放规范，资料、书籍分类存放，定期清查总裁办公室物品；', '2、负责根据总裁身体情况及喜好准备适合的茶水、饮料，以及根据总裁需要，为总裁安排用餐；', '3、负责公司区域内与总裁相关的接待服务工作，负责总裁及客人在公司的吃、喝、住、行、玩、礼各项事务的安排与执行，在总裁外出期间为集团公司来客及领导提供现场服务；', '4、负责总裁个人证件办理保管，包括：签证、护照、照片等；', '5、负责总裁的日程安排以及日程提醒，包括：航班、酒店预订及安排等。', '任职要求', '1、本科及以上学历，身高160cm以上，1年以上同岗位工作经验优先；', '2、具有较强的观察能力及服务意识，懂食疗、简单头部按摩、了解茶文化优先；', '3、形象气质好，身体健康，言谈举止适宜（懂社交礼仪），心思细腻、思维敏捷灵活。', '查看全部內容']",经验不限,互联网/电子商务,CZ736041640J00250052205.html,深圳,招1人,民营,4000-6000元/月,生活秘书
深圳市前海海量供应链管理有限公司,罗湖区东门街道中兴路外贸集团大厦2504,20人以下,,大专,"['职位描述', '职责描述：', '1.', '负责京东店铺的日常管理工作、保证店铺正常运转；', '2.', '能优化店铺及商品排名，增大点击率、转化率；', '3.', '负责店铺的产品分析销售情况、策划执行店铺促销活动；分析产品（爆款、潜在、下架）', '4', '、销量任务分解（季度、月份、每日）', '5', '、制定推广方案并负责实施，分析推广数据及效果；', '6', '、定期提交运营报告，做全方位的阶段性评估；', '7', '、团队协作', '任职要求：', '1.', '2', '年以上电商经验，京东运营经验', '1', '年以上', '2.', '熟悉消费品行业电商运作，酒水品类优先', '3.', '良好的数据分析能力，逻辑性强；善于分析数据，能利用各种统计工具分析推广效果', '4.', '熟悉京东平台相关规则及活动报名', '5.', '有较强的创新，营销推广能力，并具备一定的品牌营销意识', '6.', '做事认真细心，有上进心，有责任感，有一定抗压能力，团队意识强', '查看全部內容']",1-3年,互联网/电子商务,CC846949180J00259419007.html,深圳,招1人,民营,4001-6000元/月,京东店铺运营/店长
杭州琪颐科技有限公司,杭州市西湖区余杭塘路803号冠苑写字楼13幢714、715室（地铁二号线三坝地铁站旁，古墩路沿线）,100-499人,https://yubaoge.tmall.com,本科,"['职位描述', '岗位职责：', '1、店铺日常运营管理；', 'a)制定运营计划：完成运营指标；', 'b)运营数据监控：营销数据、交易数据、商品管理、顾客管理等；', 'c)提高店铺点击率、浏览量、转化率；', 'd)店铺布局、页面设计确认：优化店铺和商品排名；', 'e)协调美工、客服间的良好互动配合。', '2、负责店铺活动策划、推广；', '3、竞品信息搜集整理；', '任职要求：', '1、2年以上京东商城（运营/店长/主管）经验，对电子商务运营销售有丰富经验。', '2、熟悉京东运营推广各种工具及推广流程及使用，对产品促销活动有较强的策划和执行能力；', '3、精通京东规则及运营环境及推广体系，对京东店铺后台的活动专区有深入研究；', '4、耐心细致，强烈的自我驱动力和团队合作精神以及高效执行力；', '5、具有良好的统筹协调能力，文字及语言沟通能力；', '店铺：御宝阁旗舰店', '查看全部內容']",3-5年,互联网/电子商务,CC451035388J00180997603.html,杭州,招5人,民营,10001-15000元/月,京东运营
浙江法校律师事务所,浙江省杭州市德胜路195号海外海德胜大厦17层,20-99人,http://faxiaolawyer.com,本科,"['职位描述', '1、', '法学专业本科及以上学历，持有中华人民共和国律师执业证书，具有扎实的法学功底，良好的职业道德，无不良记录；', '2、拥有良好的教育背景，出色的执业能力；', '3、具有良好的团队合作意识，服务意识和开创精神；', '4、未受过任何刑事处罚、行政处罚或行业处分', '；', '5，行政法专业优先，计划安排台州某政府部门值班', '6', '，', '其他事项可面谈', '查看全部內容']",经验不限,专业服务/咨询(财会/法律/人力资源等),CC221345710J00198568904.html,杭州,招1人,民营,4000-6000元/月,专职律师
杭州咪亲电子商务有限公司,下沙天城东路中沙金座1幢2403,20-99人,,学历不限,"['职位描述', '岗位职责：', '1.能够完成店铺的整体（首页、二级页、活动页、无线端页面）形象设计。', '2.负责页面海报及推广图片创意设计及制作。', '3.分析淘宝后台量子恒道数据来对店铺海报及板块做出相应调整。', '4.能认真完成任务，积极参与团队设计讨论，协助设计团队更好的发展和共同的提高。', '任职要求：', '1.玩转各类作图软件。精通Photoshop 熟练运用CorelDraw Illustrated以及其他设计软件，相关工作经验1年以上。PS：有美术功底优先', '2.风格定位——有独立设计海报的能力，根据公司品牌策略和产品定位，能设计出不同风格的作品。本公司婴童装为主，较为突出优雅小清新风格~~（手绘能力强、清新风优先）', '色彩把控——思路清晰，对清新自然的颜色有很深的了解，对于店铺整体颜色把控到位。了解色彩搭配，对颜色明度、冷暖、纯度的把控突出。', '3.负责公司网店设计装修、促销钻展、新品宝贝详情页设计及图片处理。', '4.无论你是文艺优雅的小清新还是古典抽象的艺术派，只要你认真细致、善于创新、有良好的沟通能力和团队精神，就是我们要找的那个人！', '工作时间：早上9:00--18:00 8小时每周单休', '工作地点', '杭州江干区下沙天城东路955号郡原蓝湖国际1幢801', '查看全部內容']",1-3年,互联网/电子商务,387646837250037.html,杭州,招10人,民营,4001-6000元/月,淘宝美工
陕西旭日青少年篮球俱乐部,,20-99人,,学历不限,"['职位描述', '岗位职责：', '1、组织学习小组活动，组织学生制订自主学习计划，反馈自学记录情况，检查学生课程学习状况；', '2、收发学员资料、通知、信函，组织教学跟踪调查；', '3、配合课题组和专业责任人完成教学试点工作；', '4、管理教师调课时间表，调度教室，收发学生名单、学生登记表，受理并审批学生缓考申请等；', '5、组织校级教学督导员开展教学检查；', '6、受理教学过程中各类问题，并协调各部门积极处理；', '7、组织开展每学期开学初、期中、期末教学检查工作；', '8、协助教务教学部门确保教学工作正常运行。', '查看全部內容']",3-5年,教育/培训/院校,CC567276780J00187107507.html,西安,招2人,民营,4001-6000元/月,教务主管
深圳博鳌纵横网络科技有限公司,南城街道鸿福路200号海德广场B塔801汇桔网,10000人以上,,大专,"['职位描述', '岗位职责：', '1、做好项目申报工作的统筹安排和特殊事项处理，保证项目申报率以及申报项目的立项率；', '2、项目申报的审核，及部分项目的撰写申报；', '3、与商务以及部门内部人员沟通协调好，协助业务业绩目标的达成以及稳定上升；', '4、配合宣导上级领导的制度管理，并做好集团的政策宣导，并以身作则遵守和维护。', '岗位要求：', '1、精通科技项目申报流程，熟练解决项目申报业务处理过程中的各项问题；', '2、工作踏实，善于总结归纳，沟通协调能力强，有团队合作精神；', '3、大专以上学历，3年工作经验。', '查看全部內容']",3-5年,互联网/电子商务,CC442062680J00265428505.html,深圳,招1人,民营,10001-15000元/月,科技项目申报经理/主管
